Register Date,0
2011-01-12,7665.0
2011-01-14,1458.8283697389456
2011-01-19,1458.8283697389456
2011-01-13,1458.8283697389456
2011-01-18,216.25
2011-01-19,1458.8283697389456
2011-01-20,1458.8283697389456
2011-01-20,2917.6567394778913
2011-01-25,2917.6567394778913
2011-01-27,1458.8283697389456
2011-01-28,1458.8283697389456
2011-02-02,98.2
2011-02-03,297.0
2011-02-03,1458.8283697389456
2011-02-03,1458.8283697389456
2011-02-02,105.0
2011-02-02,1458.8283697389456
2011-02-07,1458.8283697389456
2011-02-10,1458.8283697389456
2011-02-10,1458.8283697389456
2011-02-10,1458.8283697389456
2011-02-10,185.27
2011-02-15,1458.8283697389456
2011-02-11,1458.8283697389456
2011-02-15,1458.8283697389456
2011-02-11,1458.8283697389456
2011-02-11,2917.6567394778913
2011-02-15,1458.8283697389456
2011-02-18,2917.6567394778913
2011-02-21,1458.8283697389456
2011-02-28,1458.8283697389456
2011-03-29,160.0
2011-03-30,360.0
2011-03-31,1458.8283697389456
2011-03-11,2917.6567394778913
2011-03-14,1458.8283697389456
2011-03-15,2917.6567394778913
2011-03-17,1458.8283697389456
2011-03-17,125.0
2011-03-10,282.15
2011-03-03,1458.8283697389456
2011-03-16,1458.8283697389456
2011-03-18,316.8
2011-03-11,2917.6567394778913
2011-03-25,1458.8283697389456
2011-03-25,1458.8283697389456
2011-03-25,1458.8283697389456
2011-03-25,1458.8283697389456
2011-03-25,2917.6567394778913
2011-03-28,1458.8283697389456
2011-03-28,155.71
2011-04-13,147.0
2011-04-17,1458.8283697389456
2011-04-18,1458.8283697389456
2011-04-06,106.82
2011-04-06,1458.8283697389456
2011-04-07,2917.6567394778913
2011-04-07,2917.6567394778913
2011-04-07,1458.8283697389456
2011-04-07,1458.8283697389456
2011-04-22,1458.8283697389456
2011-04-25,1458.8283697389456
2011-05-11,198.0
2011-05-16,100.0
2011-05-19,1458.8283697389456
2011-05-18,215.33
2011-05-04,1458.8283697389456
2011-05-05,101.6
2011-05-05,1458.8283697389456
2011-05-05,123.5
2011-05-06,1458.8283697389456
2011-05-06,1458.8283697389456
2011-05-23,110.0
2011-05-30,476.67
2011-06-07,1458.8283697389456
2011-06-27,4162.0
2011-06-27,1458.8283697389456
2011-06-21,1458.8283697389456
2011-06-28,1458.8283697389456
2011-06-29,1458.8283697389456
2011-06-30,1458.8283697389456
2011-06-13,111.82
2011-06-16,302.5
2011-06-16,310.0
2011-06-20,950.0
2011-06-20,1458.8283697389456
2011-06-16,1458.8283697389456
2011-06-16,1458.8283697389456
2011-06-16,5835.313478955783
2011-06-17,1458.8283697389456
2011-06-16,650.0
2011-07-21,240.0
2011-07-28,2917.6567394778913
2011-07-25,1458.8283697389456
2011-07-11,250.0
2011-07-13,260.0
2011-07-20,1458.8283697389456
2011-07-11,2917.6567394778913
2011-07-14,1458.8283697389456
2011-07-14,1458.8283697389456
2011-07-15,237.24
2011-07-18,1458.8283697389456
2011-07-20,1458.8283697389456
2011-07-04,2917.6567394778913
2011-07-05,1458.8283697389456
2011-07-05,1458.8283697389456
2011-07-08,120.0
2011-08-01,1458.8283697389456
2011-08-01,1458.8283697389456
2011-08-01,1458.8283697389456
2011-08-04,1458.8283697389456
2011-08-09,1458.8283697389456
2011-08-10,1458.8283697389456
2011-08-10,1458.8283697389456
2011-08-10,1458.8283697389456
2011-08-26,1458.8283697389456
2011-08-23,2000.0
2011-08-30,183.33
2011-08-23,2917.6567394778913
2011-08-23,188.94
2011-08-29,2917.6567394778913
2011-08-30,1458.8283697389456
2011-08-31,1458.8283697389456
2011-08-12,1458.8283697389456
2011-08-13,4376.485109216837
2011-08-13,1458.8283697389456
2011-08-13,1458.8283697389456
2011-08-13,1458.8283697389456
2011-08-16,1458.8283697389456
2011-08-16,1458.8283697389456
2011-08-17,1458.8283697389456
2011-10-11,1458.8283697389456
2011-10-14,1458.8283697389456
2011-10-18,2917.6567394778913
2011-10-18,1458.8283697389456
2011-10-19,1458.8283697389456
2011-10-07,187.5
2011-10-03,1458.8283697389456
2011-10-04,1458.8283697389456
2011-10-04,2917.6567394778913
2011-10-04,1458.8283697389456
2011-10-04,2917.6567394778913
2011-10-10,1458.8283697389456
2011-10-24,237.5
2011-10-25,1458.8283697389456
2011-10-26,1458.8283697389456
2011-10-27,1458.8283697389456
2011-10-31,1458.8283697389456
2011-10-31,168.78
2011-11-14,1458.8283697389456
2011-11-15,1458.8283697389456
2011-11-17,1458.8283697389456
2011-11-17,4376.485109216837
2011-11-14,1458.8283697389456
2011-11-15,1458.8283697389456
2011-11-16,1458.8283697389456
2011-11-18,1458.8283697389456
2011-11-18,4376.485109216837
2011-11-18,2917.6567394778913
2011-11-01,1458.8283697389456
2011-11-02,1458.8283697389456
2011-11-03,1458.8283697389456
2011-11-07,1458.8283697389456
2011-11-09,1458.8283697389456
2011-11-09,1458.8283697389456
2011-11-09,1458.8283697389456
2011-11-25,50.0
2011-11-22,2917.6567394778913
2011-11-22,5835.313478955783
2011-11-23,1458.8283697389456
2011-11-30,4376.485109216837
2011-12-19,175.0
2011-12-19,175.0
2011-12-19,1458.8283697389456
2011-12-20,350.0
2011-12-20,100.0
2011-12-12,4376.485109216837
2011-12-12,1458.8283697389456
2011-12-13,406.67
2011-12-14,4376.485109216837
2011-12-15,1458.8283697389456
2011-12-19,1458.8283697389456
2011-12-20,2917.6567394778913
2011-12-09,1100.0
2011-12-01,400.0
2011-12-05,550.0
2011-12-06,1458.8283697389456
2011-12-07,150.0
2011-12-05,200.0
2011-12-01,2917.6567394778913
